id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,160,2023-08-05,0.89,1,147,1,str-opli-19-002622
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,72,2,194,2023-09-22,1.17,9,358,20,Exempt
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,166,3,88,2024-03-03,0.59,2,140,17,STR-OPLI-19-002182
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,125,2,77,2023-12-27,0.52,2,85,3,STR-OPLI-19-002182
25002,Beautiful Private  Spot in North Ballard,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,81,2,1042,2024-03-15,6.15,1,109,67,STR-OPLI-19-002617
37234,Your Home Away From Home.  Private Parking onsite.,160789,Darrell,Ballard,Sunset Hill,47.68897,-122.39424,Entire home/apt,130,3,6,2023-08-26,0.07,2,1,2,STR-OPLI-19-002333
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,99,3,546,2024-03-13,3.51,2,340,32,STR-OPLI-19-000772
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,175,30,34,2024-02-06,0.29,1,172,4,
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,66,30,76,2023-08-12,0.64,4,358,1,STR-OPLI-19-002472
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,63,1,371,2024-03-16,2.46,1,165,54,STR-OPLI-19-000684
226677,Sunny Parisian room cozy memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54971,-122.31753,Private room,60,2,273,2024-03-03,1.81,9,317,29,Exempt
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.57884,-122.41071,Entire home/apt,155,3,19,2023-11-24,0.27,1,192,8,STR-OPLI-21-000532
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,242,2,143,2024-03-02,1.14,3,350,17,STR-OPLI-21-000431
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,98,2,358,2024-01-16,2.37,3,97,31,STR-OPLI-21-000431
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,,30,161,2019-10-31,1.08,1,23,0,
284087,Cozy Nest in Heart of City near Convention Cntr,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,243,3,314,2024-02-09,2.14,1,288,16,STR-OPLI-19-002053
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,90,30,12,2021-02-12,0.08,1,84,0,
338091,"spacious, great location w view",1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,243,30,117,2019-10-22,0.80,1,263,0,STR-OPLI-21-000724
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65431,-122.33358,Entire home/apt,,3,203,2024-03-19,1.39,1,7,3,STR-OPLI-24-000114
353110,Newly Remodeled Private Cottage in West Seattle!,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,70,30,90,2024-01-31,0.62,1,268,6,
356248,Amazing Waterview Condo near UW + Eastlake!,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,,30,29,2023-08-20,0.32,2,11,1,
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,190,30,220,2024-03-03,1.53,2,86,29,STR-OPLI-19-001273
365550,art loft downtown~ID~Stadiums,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,106,3,847,2024-02-20,5.79,2,0,42,STR-OPLI-19-000427
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,500,4,46,2023-04-02,0.36,1,335,1,STR-OPLI-19-001130
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Entire home/apt,113,3,334,2024-03-16,2.29,2,70,38,STR-OPLI-19-001288
387078,Modern Capitol Hill. Location. Great Monthly Rates,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,108,30,182,2023-07-06,1.33,10,357,1,STR-OPLI-19-001903
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,80,3,338,2023-10-15,2.33,2,336,19,STR-OPLI-19-001128
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,129,30,204,2023-11-06,1.42,1,119,14,STR-OPLI-21-000037
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,West Woodland,47.67532,-122.3747,Entire home/apt,221,30,0,,,1,331,0,
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Entire home/apt,98,3,469,2024-03-03,3.29,1,149,40,STR-OPLI-21-000424
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,,14,136,2023-12-26,0.96,2,126,3,STR-OPLI-19-001606
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,84,4,370,2023-12-25,2.58,1,305,21,STR-OPLI-19-003175
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,77,30,116,2022-10-28,0.81,1,179,0,
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65617,-122.35262,Entire home/apt,95,5,437,2023-11-24,3.65,3,45,21,STR-OPLI-19-001657
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,30,420,2022-11-22,2.94,1,234,0,STR-OPLI-19-001047
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,40,30,181,2023-08-13,1.26,4,269,1,STR-OPLI-19-002472
552325,Lovely 2BR Apt on Portage Bay near UW + Eastlake,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,249,30,34,2023-12-16,0.26,2,189,1,
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,53,2,263,2024-03-24,1.86,2,18,36,STR-OPLI-19-001749
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,53,2,327,2024-03-05,2.30,2,18,43,STR-OPLI-19-001749
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.620624,-122.29714,Entire home/apt,121,3,351,2023-11-26,2.62,4,213,15,STR-OPLI-19-001833
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,54,30,91,2024-02-28,0.65,4,24,1,STR-OPLI-19-002472
573942,Queen Bee room w/cooling memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54916,-122.31819,Private room,56,2,259,2024-02-01,1.83,9,305,27,Exempt
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,105,30,36,2023-08-27,0.25,1,364,4,STR-OPLI-22-000371
620518,Spacious quiet/deck Ravenna UW 04-5,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,101,30,14,2023-08-16,0.10,111,209,2,STR-OPLI-19-002570
631445,Belltown View Condo,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,175,5,190,2024-03-25,1.34,1,0,17,STR-OPLI-19-003446
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,115,30,40,2022-09-21,0.31,111,189,0,STR-OPLI-19-002641
654734,Downtown/Convention Center Condo,3294357,Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,168,30,86,2024-01-20,0.62,1,160,4,
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,195,30,25,2023-09-24,0.35,1,359,15,STR-OPLI-22-001999
670262,One Bedroom Cozy House + Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.69132,-122.36279,Entire home/apt,,3,9,2024-01-28,0.07,2,0,5,STR-OPLI-23-001176
677266,Moulin Rouge room French style double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,60,2,132,2023-09-06,0.94,9,265,11,Exempt
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,100,1,286,2024-03-22,3.85,2,69,42,STR-OPLI-19-002932
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,30,17,2021-10-01,0.12,1,364,0,STR-OPLI-19-003395
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,265,4,215,2023-10-24,1.54,1,100,8,STR-OPLI-19-001188
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,159,2,351,2024-03-10,2.56,1,25,9,STR-OPLI-19-001424
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,81,30,141,2024-03-01,1.03,7,131,4,
723723,BAMBOO BUNGALOW,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,2017-08-13,0.36,2,66,0,
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,134,2,185,2023-11-12,1.36,1,357,6,STR-OPLI-19-002418
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,85,2021-05-31,0.62,1,249,0,
757840,"Hilltop House: Great Location, New Furnishings",3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,375,4,487,2024-03-01,3.52,1,241,25,STR-OPLI-19-000945
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,121,4,322,2024-01-02,2.35,1,0,9,STR-OPLI-19-003115
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,109,3,203,2024-03-19,1.52,1,258,25,STR-OPLI-19-002082
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,145,2,246,2024-03-16,1.82,2,0,53,STR-OPLI-19-000420
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,80,2023-11-18,0.58,1,201,5,
850481,Two Bedroom Cozy Home + Hot Tub,3396093,Elisa,Other neighborhoods,Greenwood,47.68957,-122.36296,Entire home/apt,,3,7,2024-02-19,0.07,2,0,4,STR-OPLI-23-001176
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,107,2024-01-24,0.80,2,294,6,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,104,2024-03-02,0.76,2,271,6,STR-OPLI-19-002301
902609,Studio in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,114,2,272,2024-03-03,2.03,5,303,34,STR-OPLI-19-002360
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,105,3,544,2024-03-18,4.03,1,0,48,STR-OPLI-19-000380
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,112,30,137,2023-09-21,1.02,1,365,5,STR-OPLI-20-000322
948077,The Cottage a Capitol Hill Oasis by Bowerbird Home,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,138,2,550,2024-03-08,4.11,1,269,67,STR-OPLI-21-000042
993804,Spacious bedroom across Children's,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,65,30,6,2023-09-14,0.05,1,64,1,
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,2019-10-20,0.27,1,365,0,STR-OPLI-19-000062
1023693,"Get Cozy at a Hip, Vintage-Style Retreat",5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,115,1,375,2024-02-18,2.89,2,238,29,STR-OPLI-19-001088
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,91,2,394,2024-03-05,2.97,1,0,42,STR-OPLI-19-002937
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,169,2,481,2024-03-23,3.62,1,168,53,STR-OPLI-19-000502
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,121,30,320,2023-08-28,2.42,1,359,13,STR-OPLI-19-003217
1100686,High ceiling/ amazing location in artsy Fremont -,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,78,4,367,2023-10-31,3.06,3,89,10,STR-OPLI-19-001657
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,145,7,59,2023-08-10,0.44,1,199,5,STR-OPLI-19-002257
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place.",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,,4,79,2023-09-22,0.60,2,6,1,STR-OPLI-19-001606
1122236,Modern Luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,108,30,144,2024-01-11,1.09,10,360,4,STR-OPLI-19-002120
1125133,Elegant & Quiet walk to UW (49),3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,120,30,37,2022-09-24,0.28,111,365,0,STR-OPLI-20-000157
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,1,2022-10-09,0.06,1,107,0,STR-OPLI-20-000128
1146966,Artsy home in terrific Fremont neighborhood,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,80,5,328,2023-11-13,2.49,3,89,13,STR-OPLI-19-001657
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,2022-07-27,0.15,1,154,0,
1157083,Bright and fun unit downtown-Convention Ctr!,30832,Siena C.C.,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,480,3,106,2024-03-24,0.81,5,214,17,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,30,171,2023-11-24,1.30,2,112,26,STR-OPLI-19-001273
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,75,3,639,2024-03-18,4.86,2,95,55,STR-OPLI-19-000461
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,215,30,25,2023-08-21,0.19,1,359,3,STR-OPLI-19-003252
1205666,West Seattle - Northwest Modern Hm1,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,99,1,328,2024-03-10,2.49,2,72,23,STR-OPLI-19-001102
1219691,Sweet 1920's cottage in N. Seattle,6654033,April King,Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,67,2023-03-31,0.51,1,269,1,STR-OPLI-20-000033
1246769,Light & Modern Downtown Conv Ctr,1025723,Dirk & Jaq,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,147,3,431,2024-03-17,3.29,2,199,43,STR-OPLI-19-000427
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,284,2024-02-04,2.17,1,184,22,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,155,5,148,2024-01-16,1.13,1,19,10,STR-OPLI-21-000222
1265651,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,151,30,29,2022-05-20,0.24,111,281,0,STR-OPLI-19-002570
1299597,Newly Renovated Modern 2BR Basement Apt in Leschi,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,,2,36,2024-03-09,1.63,1,0,22,STR-OPLI-22-000851
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,347,2023-11-27,2.90,1,114,16,STR-OPLI-19-000874
1351716,Sparkling Clean Guest House,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,90,30,256,2023-09-16,1.96,1,134,3,19-000920
1355094,Capitol Hill Excursion part #4,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,35,30,177,2023-03-31,1.36,4,85,1,
1356339,"Capitol Hill Modern Apt, Great location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,108,30,190,2023-12-07,1.48,10,330,3,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,125,30,37,2023-12-12,0.29,111,343,1,STR-OPLI-19-002641
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,2019-09-05,0.23,1,365,0,STR-OPLI-19-003088
1484595,Steps to UW Center of attraction Modem & Cable TV,3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,111,30,38,2023-11-05,0.29,111,282,1,STR-OPLI-19-002570
1493349,Univ Village Walk to UW   Comfortable 5507,3074414,Melissa,Other neighborhoods,Ravenna,47.66822,-122.2986,Entire home/apt,104,30,44,2023-09-24,0.34,111,365,3,STR-OPLI-19-002641
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,121,30,245,2024-01-10,1.90,7,238,2,
1494986,Queen Anne Guesthouse with Deck and Garden View,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,140,3,197,2024-03-11,1.53,7,250,24,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,81,30,36,2023-07-14,0.28,111,357,1,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,101,30,67,2023-09-17,0.52,111,167,1,STR-OPLI-21-002570
1541705,Quiet Room U Village Private Entrance /UW (3),3074414,Melissa,Other neighborhoods,Ravenna,47.66685,-122.295,Private room,65,30,37,2024-01-30,0.29,111,271,2,
1579615,"Seattle Oasis: Centrally Located, 50A EV Charger.",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,120,3,330,2024-03-25,2.57,2,295,32,STR-OPLI-19-002571
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,73,1,437,2024-03-10,4.22,1,30,55,STR-OPLI-19-002924
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65884,-122.31809,Entire home/apt,111,30,27,2022-07-23,0.21,111,247,0,STR-OPLI-19-002570
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,,30,42,2015-10-06,0.35,1,365,0,
1594219,Cool Seattle Bedroom w/Queen Bed,197690,Trishann,Other neighborhoods,Broadview,47.71483,-122.35631,Private room,44,30,80,2019-10-20,0.63,3,113,0,
1594313,Seattle Rock n' Roll Room w/King Bed,197690,Trishann,Other neighborhoods,Broadview,47.71395,-122.3561,Private room,49,59,81,2019-09-29,0.63,3,203,0,
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,115,30,31,2023-09-30,0.26,111,365,9,STR-OPLI-19-002641
1603124,Center UW Fast Internet Comfy 208,3074414,Melissa,University District,University District,47.66108,-122.31434,Entire home/apt,96,30,24,2023-11-11,0.19,111,365,1,STR-OPLI-19-002641
1628210,"2 Bed, Full Bath with private patio",8654046,Ronda,Other neighborhoods,Phinney Ridge,47.68073,-122.34874,Entire home/apt,144,2,22,2023-12-26,0.21,1,113,3,STR-OPLI-19-000640
1629525,Inner city room so close to downtown,8660724,Deb,Beacon Hill,North Beacon Hill,47.57793050699965,-122.30020511960362,Private room,47,30,10,2023-09-30,0.14,3,95,3,
1647216,"Center UW New, Fancy & Cute, 04",3074414,Melissa,University District,University District,47.66281,-122.31305,Entire home/apt,101,30,23,2021-03-24,0.19,111,271,0,STR-OPLI-20-000157
1684236,Seattle Downtown Attractions & Convention Center,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,146,3,220,2024-03-24,1.73,1,344,18,STR-OPLI-21-000010
1686930,Walk to Space Needle Vintage View with King Bed,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,123,1,682,2024-03-24,5.35,3,0,119,STR-OPLI-19-001889
1696389,Luxury Queen Anne 3bd2ba Sunset&Sea View Furnished,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,265,30,5,2022-11-11,0.08,1,213,0,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,95,3,122,2023-06-26,1.14,1,84,3,STR-OPLI-19-001892
1732441,Green on Green - Top Level of House,1214247,Marcell,Delridge,North Delridge,47.56204,-122.36149,Entire home/apt,90,2,200,2024-03-18,1.60,1,162,26,STR-OPLI-19-002273
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Bryant,47.67148,-122.28099,Private room,71,30,40,2022-08-10,0.36,1,365,0,STR-OPLI-19-002384
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,120,30,54,2023-08-12,0.42,111,137,2,STR-OPLI-19-002641
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,303,2019-12-08,2.38,2,365,0,
1775016,Master Suite A in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,,3,461,2024-03-17,3.99,2,0,50,STR-OPLI-19-001755
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,116,2,354,2024-03-24,2.79,1,111,33,STR-OPLI-19-003318
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Private room,60,30,25,2019-11-10,0.30,1,362,0,
1820794,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,125,2,616,2024-03-16,4.95,1,240,54,STR-OPLI-19-002846
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Other neighborhoods,Greenwood,47.69674,-122.34621,Entire home/apt,82,30,44,2019-11-25,0.35,1,84,0,
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,40,30,203,2023-02-07,1.62,1,181,0,
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,100,3,188,2024-03-23,1.52,1,322,19,STR-OPLI-19-001496
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57943,-122.30387,Private room,100,30,104,2020-02-29,0.87,1,84,0,825676
1928010,Master Suite B in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,,3,549,2024-03-16,4.40,2,0,55,STR-OPLI-19-001755
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70407,-122.36123,Private room,35,31,19,2023-01-16,0.16,1,88,0,
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,108,30,95,2023-01-03,0.77,10,357,0,STR-OPLI-19-002118
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,100,10,54,2024-02-29,0.45,3,149,2,STR-OPLI-19-002543
2026794,West Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65973,-122.3322,Private room,71,30,248,2023-07-31,2.00,2,59,1,STR-OPLI-23-000939
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,140,3,148,2024-03-21,1.23,1,289,13,STR-OPLI-19-001403
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,107,3,107,2023-09-04,0.87,2,90,9,STR-OPLI-19-001288
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57325,-122.3074,Entire home/apt,89,30,98,2023-07-25,0.88,1,242,1,STR-OPLI-19-002965
2118253,UW Spacious & Elegant 5 guests OK,3074414,Melissa,University District,University District,47.66789,-122.3008,Entire home/apt,145,30,35,2021-09-06,0.29,111,88,0,
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55264,-122.27113,Entire home/apt,125,1,218,2024-02-19,1.78,1,76,21,STR-OPLI-20-001164
